comment,sentiment
Excellent rapport qualité quantité prix Accueil adorable et chaleureux On sent le plaisir de faire le métier d accueillir Et de faire plaisir. Galettes classiques bonnes et qui rassasient. Hâte d y retourner goûter le caramel beurre salé maison. A bientot.,Positive
Très bon restaurant plats très simple et très bon Prix abordable et personnel très respectueux et très professionnel,Positive
Il est difficile d'offrir une critique pour le #1 restaurant à Paris qui n'a pas déjà été écrit. En un mot c'est l'un des meilleurs repas que j'aie jamais dans ma vie. Le restaurant en lui-même est magnifique. Situé dans le magnifique hôtel de Bristol...Plus,Positive
Des gens qui fument dans ce bar en face du patron qui leur donne un cendrier. Une remarque de notre part mais le patron semble s'en moquer.,Negative
La carte est bonne...l’ambiance pourrait être là. Malheureusement pas le temps d’en profiter. Dernière gorgée de café avalée on vous demande de quitter les lieux pour laisser la place aux suivants. Ceci passe encore dans des fast food mais avec une addition à 900€ à...Plus,Negative
Quelle joie de pouvoir manger un menu dégustation le midi. L'anguille le thon (St jean) les couteaux le cochon et l'abricot nous on enchantés. Super carte des vins personnel de salle jeune et très pro. Merci !,Positive
Au vu des avis c'est une question que je me pose réellement. Nous avons réservé une table au Georges V en couple pour fêter un anniversaire. Le cadre est somptueux. Mon ami étant arrivé en chemise on lui a enjoint de porter une veste qui...Plus,Negative
Les paris sont ouverts et d'ici quelques jours nous saurons une ou deux clochettes d'emblée...? deux seraient méritées amplement par une cuisine d'auteur culottée assortie d'une maîtrise technique hors pair... tous les coups sont permis toutes les harmoniques résonnent tonitruantes sans une erreur sans une...Plus,Positive
4 à table Table haute acollée à la cuisine Vue sur les artistes Service irréprochable grands sourires belles explications Une convive enceinte : menu entièrement refait selon les obligations inhérentes à la grossesse Tout était exquis Menu carnet de voyage en 8 plats Grande maîtrise...Plus,Positive
Très belle découverte au hasard d'un passage....accord de saveurs inattendues. Très beau travail autour des aliments il y a longtemps que nous n'avions pas ressenti un tel plaisir gustatif...... Salle et service très agréables. A recommander !,Positive
Un restaurant chaleureux un accueil sympathique une décoration raffinée et élégante. On peut voir le chef cuisiner sous nos yeux ébahis :) Étant intolérante au gluten j'ai voulu savoir quels plats je pouvais commander sans risque. Le chef est familiarisé avec l'intolérance au gluten et...Plus,Positive
Brunch dominical avec notre petit fils de trois ans les enfants sont les bienvenus et en dessous de 4 ans tout est gratuit pour eux. Un brunch complet sans surprise car tout test inclus jus cafe eau minérale le tout pour 48€ par personne :...Plus,Positive
"Nous avons été dîners dans ce fameux restaurant étoilé Le Gabriel 75008 Paris le cadre sympa le service bien le personnel agréable mais la cuisine n'est pas au même niveau trop acidulé influence japonaise prononcée  nous avions un menu ""voyage privé"" imposé par le...Plus",Negative
La Saint Valentin à bord du Bus Toqué.....quelle merveilleuse idée ! Le dépaysement et l'enchantement sont au rendez-vous. Le cadre est original la balade permet de découvrir Paris by night sous ses plus beaux atours. Le romantisme dans toute sa splendeur.....avec un repas savoureux élégamment...Plus,Positive
Pour un menu à deux à plus de 150 Euros avec un seul verre de vin les prestations étaient moyennes la nourriture quelconque les portions minuscules le tempura j'en ai magné mieux et les sushi/makis pire que ceux de mon quartier. Les serveurs empressés à...Plus,Negative
Nous y venons régulièrement depuis plusieurs années. Cette fois ci nous avons trouvé Les prix insuportablement élevés pour des plats ( st Jacques merlan de ligne) plus que décevants. À ce niveau de prix aucum met ne peut souffrir l'a peu près. Nous avons commandé...Plus,Negative
Des Pans servis dans un étui en plastique des quenelles de viande hachée noyées dans la sauce tomate de petites quantités un dessert sans intérêt rien d'excellent. J'ai connu d'autres libanais bien bien meilleurs. Nous ne retournerons pas dans ce restaurant.,Negative
Ambiance de folie avec de la bonne musique très bonne cuisine prix très accessible le prix des boissons est aussi intéressant,Positive
Le restaurant de l'extérieur est incroyable. Malheureusement nous avons dû attendre un bon moment pour notre commande à emporter. plats sont arrivés avant les boissons. Nous avons dû demander de l'eau à deux reprises. La qualité de la nourriture servie était moyenne. La note avant...Plus,Negative
Excellente petite crêperie! Le lieu et l accueil y sont très chaleureux. Les crêpes salées et sucrées sont un délices !,Positive
Repas le 8 juin en soirée Service très agréable très belle carte des vins L entrecôte de Miyazaki est une vraie tuerie ! a essayer au moins une fois dans sa vie.. Tout est parfait a cette adresse. Juste que le site du restaurant indique...Plus,Positive
Carte épurée de bons produits faits maison de l’entrée au dessert pour une addition modérée. Service très accueillant et efficace. Il faut aimer les ambiances bruyantes !,Positive
On a été un peu déçu .il ne faut pas venir affamé car le menu du midi ( entrée plat dessert) a 43 euros vous laisse un peu sur votre faim. La salade de fruit en dessert est très amère et les fruits défraîchis !...Plus,Negative
Plats bien présentés mais sans aucune saveur. Le poisson était tres probablement congelé et servi tiède. Les nounours en chocolat/gomme venant du supermarché ne méritent pas d'être présent dans l'assiette des desserts. Le rapport qualité /prix est très défavorable.Plus,Negative
Nous avons découvert cette petite table par hasard... Quelle jolie surprise !! Les produits sont frais et la cuisine est délicieuse subtile mélange de finesse et de découverte. Les fins sont parfaitement assortis. Entrée plat dessert... Rien à redire. Aucune fausse note ! Bravo 👏...Plus,Positive
Je recommande ce restaurant que j'ai découvert lors d'un déjeuner professionnel. Plats très fins réalisés par une jeune Chef japonaise qui allie des touches japonaises à des touches bretonnes. Très original et délicieux.,Positive
superbe lieu nous avons passe une excellente soiree .des produits de qualité une ambiance très agréable avec un personnel efficace felicitations au responsable de salle au chef et au patissier tout est parfait c est avec joie que nous retournerons dans ce lieu extraordinaire,Positive
"Arrivé à 22h un soir de semaine nous avons été accueillis avec des grands sourires! Menu découverte raffiné de grande qualité. Quelle maîtrise saumon mariné oeuf parfait black Angus accompagné de la purée ""Robuchon"" Daurade royale purée carotte yuzu... J'ai hâte d'y retourner ! Bravo...Plus",Positive
Le terme de restaurant est presque diminutif pour un pareil endroit : on vient pour souper mais on embarque l'air de rien et en toute légèreté dans une symphonie visuelle et gustative. Les assiettes et entremets qui se succèdent éveillent à chaque fois un peu...Plus,Positive
Très bon service et excellente cuisine. Salle au 6eme etage mais pas de vue. Menu du midi avec choix un peu limité. Un peu bruyant.,Positive
Comment peut-on faire des plats aussi bons ! L'expertise et la maîtrise avec un service très sympathique grâce auquel on se sent très à l'aise dans ce lieu tout simplement magnifique ! Rien d'autre à dire à part MERCI,Positive
Invités par des amis (quelle chance d'avoir de tels amis) nous nous sommes régalés du début du repas de la mise en bouche jusqu'au dessert. Large choix de champagnes proposés au verre et belle carte des vins. De plus le service est très professionnel (présentation...Plus,Positive
Mes amies et moi somme allés à Frog and Underground par hasard et nous avons adoré. Les frite pdt douce sont DELICIEUSES le super choix de bière et les serveurs très agréable nous on fait passer une super soirée. Mention spécial au serveur au bar...Plus,Positive
pas cher pour le quartier et correct bien que le frites ont arrivées brunes mais pas assez cuite huile de cuisson à changer d'urgence... tout était sympa sinon le bruit accueil souriant lorsque le repas fut fini on avait même pas fini le vin le...Plus,Negative
Ma note globale est le reflet de ma déception pour ce restaurant. D'un homme comme Senderens qui a une belle renommée appuyée par des critiques gastronomiques qui restent particulièrement élogieux j'attendais beaucoup et surtout beaucoup mieux. Certes le menu dégustation (1 entrée + 2 plats...Plus,Negative
Une fois de plus ce fût une excellent diner. Les assaisonnements toujours aussi précis notamment sur le thon blanc. Merci Anne Laure et Jean-Eudes en salle. Bravo.,Positive
Je ne comprends vraiment pas les commentaires ci-dessous ! C’est à te se demander qui écrit réellement les commentaires… S’ils ne sont pas acheté… En effet premièrement dans le restaurant règne une odeur de WC ! De plus les crêpes arrivent bien trop cuites avec...Plus,Negative
Excellente carte menu copieux et produits de très bonne qualité. Présentation originale. Bravo! Nous reviendrons!,Positive
J'ai adoré l'ambiance et le service ( qui devient quand même très très bruyant à partir de 20h30) mais les serveurs aux ptits soins ! Il manque la 5 ème étoile car mon plat ( agneau ) n'était pas bien cuisiné ! Dommage !,Positive
